187247,2023-11-26 16:00:00 EST,99.85,101.28,10,13,53,-5.5,3.1,ERROR,24100,7,134,3.8,3.1,3.53E-16
187307,2023-11-26 17:00:00 EST,99.76,101.18,8,9,56,-5.6,2.3,ERROR,24100,8,4,3.8,2.3,1.16E-01
187367,2023-11-26 18:00:00 EST,99.65,101.07,9,17,57,-5,2.7,ERROR,24100,8,0,2.8,2.3,
187427,2023-11-26 19:00:00 EST,99.52,100.94,9,18,69,-3.3,1.8,ERROR,24100,8,0,2.7,1.8,
187487,2023-11-26 20:00:00 EST,99.42,100.84,7,13,72,-2.9,1.6,ERROR,24100,8,0,1.8,1.6,
187547,2023-11-26 21:00:00 EST,99.32,100.74,11,15,70,-3,1.9,ERROR,12900,8,0,1.9,1.5,
187607,2023-11-26 22:00:00 EST,99.18,100.59,8,13,79,-1.9,1.4,ERROR,12900,8,0,2.6,1.3,
187667,2023-11-26 23:00:00 EST,99.06,100.47,9,12,84,-1.1,1.3,ERROR,12900,8,0,1.8,1.3,
187727,2023-11-27 00:00:00 EST,98.95,100.35,7,12,95,0.4,1.1,ERROR,12900,8,0,1.8,0.9,
187787,2023-11-27 01:00:00 EST,98.82,100.22,9,13,99,1.1,1.3,ERROR,12900,8,0,1.3,0.9,
187847,2023-11-27 02:00:00 EST,98.75,100.15,13,9,99,2.5,2.6,ERROR,12900,8,0,2.6,1,
187907,2023-11-27 03:00:00 EST,98.66,100.06,16,13,99,3.6,3.7,ERROR,12900,8,0,3.7,2.5,
