79007,2023-09-12 13:00:00 EDT,100.1,101.48,13,16,80,15.9,19.3,ERROR,24100,8,626,19.3,18.4,6.81E-16
79067,2023-09-12 14:00:00 EDT,100.05,101.43,12,14,82,15.9,19.1,ERROR,24100,8,1045,19.4,19,8.63E-02
79127,2023-09-12 15:00:00 EDT,100.02,101.4,15,12,81,16.1,19.3,ERROR,24100,8,946,19.8,19,
79187,2023-09-12 16:00:00 EDT,99.96,101.34,12,9,83,16.4,19.2,ERROR,24100,8,564,19.8,19.1,
79247,2023-09-12 17:00:00 EDT,99.93,101.31,10,12,86,16.7,19,ERROR,24100,8,281,19.3,19,
79307,2023-09-12 18:00:00 EDT,99.91,101.29,9,11,85,16.7,19.2,ERROR,24100,8,159,19.3,19,
79367,2023-09-12 19:00:00 EDT,99.86,101.24,11,10,95,17.7,18.4,ERROR,8100,8,41,19.2,18.4,
79427,2023-09-12 20:00:00 EDT,99.87,101.25,11,11,97,17.9,18.4,ERROR,16100,8,0,18.4,18,
79487,2023-09-12 21:00:00 EDT,99.88,101.26,15,14,96,18,18.6,ERROR,24100,8,0,18.7,18,
79547,2023-09-12 22:00:00 EDT,99.85,101.22,17,12,90,17.4,19.1,ERROR,24100,8,0,19.1,18.4,
79607,2023-09-12 23:00:00 EDT,99.86,101.23,18,17,88,17.3,19.2,ERROR,24100,8,0,19.2,18.9,
79667,2023-09-13 00:00:00 EDT,99.86,101.23,19,10,92,17.5,18.8,ERROR,24100,8,0,19.3,18.8,
