190967,2023-11-29 06:00:00 EST,99.93,101.38,21,9,73,-10.6,-6.6,-11,24100,8,0,-6.6,-6.8,7.51E-16
191027,2023-11-29 07:00:00 EST,99.96,101.41,18,6,78,-9.9,-6.7,-10,24100,7,0,-6.5,-6.7,6.19E-02
191087,2023-11-29 08:00:00 EST,99.94,101.39,20,7,76,-9.6,-6,-9,24100,7,23,-6,-6.7,
191147,2023-11-29 09:00:00 EST,99.93,101.37,19,10,71,-9.6,-5.2,-10,12900,8,139,-5.2,-6,
191207,2023-11-29 10:00:00 EST,99.91,101.35,19,14,70,-8.8,-4.2,-9,24100,8,285,-4.2,-5.7,
191267,2023-11-29 11:00:00 EST,99.84,101.28,18,15,69,-8.3,-3.4,-9,24100,7,595,-3.3,-4.3,
191327,2023-11-29 12:00:00 EST,99.73,101.17,20,22,58,-8.4,-1.3,-7,24100,8,867,-1.2,-3.3,
191387,2023-11-29 13:00:00 EST,99.64,101.08,23,24,47,-9.6,0.6,ERROR,24100,3,1323,0.6,-1.1,
191447,2023-11-29 14:00:00 EST,99.57,101,20,24,43,-10.7,0.5,ERROR,24100,5,993,0.9,-0.2,
191507,2023-11-29 15:00:00 EST,99.55,100.98,21,23,48,-9.5,0.1,ERROR,24100,8,313,0.7,0,
191567,2023-11-29 16:00:00 EST,99.55,100.98,21,24,66,-6.3,-0.6,-7,24100,8,88,0.1,-0.6,
191627,2023-11-29 17:00:00 EST,99.56,100.99,19,18,72,-5.3,-0.9,-6,24100,8,0,-0.6,-0.9,
